Fecha,IPC,Variacion mensual,Variacion anio corrido,Variacion anual
2012-02,77.22,0.0061,0.0135,0.0355
2012-03,77.31,0.0012,0.0147,0.034
2012-04,77.42,0.0014,0.0162,0.0343
2012-05,77.66,0.003,0.0192,0.0344
2012-06,77.72,0.0008,0.0201,0.032
2012-07,77.7,-0.0002,0.0198,0.0303
2012-08,77.73,0.0004,0.0203,0.0311
2012-09,77.96,0.0029,0.0232,0.0308
2012-10,78.08,0.0016,0.0248,0.0306
2012-11,77.98,-0.0014,0.0234,0.0277
2012-12,78.05,0.0009,0.0244,0.0244
2013-01,78.28,0.003,0.003,0.02
2013-02,78.63,0.0044,0.0074,0.0183
2013-03,78.79,0.0021,0.0095,0.0191
2013-04,78.99,0.0025,0.0121,0.0202
2013-05,79.21,0.0028,0.0149,0.02
2013-06,79.39,0.0023,0.0173,0.0216
2013-07,79.43,0.0004,0.0177,0.0222
2013-08,79.5,0.0008,0.0186,0.0227
2013-09,79.73,0.0029,0.0216,0.0227
2013-10,79.52,-0.0026,0.0189,0.0184
2013-11,79.35,-0.0022,0.0167,0.0176
2013-12,79.56,0.0026,0.0194,0.0194
2014-01,79.95,0.0049,0.0049,0.0213
2014-02,80.45,0.0063,0.0112,0.0232
2014-03,80.77,0.0039,0.0152,0.0251
2014-04,81.14,0.0046,0.0198,0.0272
2014-05,81.53,0.0048,0.0248,0.0293
2014-06,81.61,0.0009,0.0257,0.0279
2014-07,81.73,0.0015,0.0273,0.0289
2014-08,81.9,0.002,0.0294,0.0302
2014-09,82.01,0.0014,0.0308,0.0286
2014-10,82.14,0.0016,0.0325,0.0329
2014-11,82.25,0.0013,0.0338,0.0365
2014-12,82.47,0.0027,0.0366,0.0366
2015-01,83,0.0064,0.0064,0.0382
2015-02,83.96,0.0115,0.018,0.0436
2015-03,84.45,0.0059,0.024,0.0456
2015-04,84.9,0.0054,0.0295,0.0464
2015-05,85.12,0.0026,0.0322,0.0441
2015-06,85.21,0.001,0.0333,0.0442
2015-07,85.37,0.0019,0.0352,0.0446
2015-08,85.78,0.0048,0.0402,0.0474
2015-09,86.39,0.0072,0.0476,0.0535
2015-10,86.98,0.0068,0.0547,0.0589
2015-11,87.51,0.006,0.0611,0.0639
2015-12,88.05,0.0062,0.0677,0.0677
2016-01,89.19,0.0129,0.0129,0.0745
2016-02,90.33,0.0128,0.0259,0.0759
2016-03,91.18,0.0094,0.0355,0.0798
2016-04,91.63,0.005,0.0407,0.0793
2016-05,92.1,0.0051,0.046,0.082
2016-06,92.54,0.0048,0.051,0.086
2016-07,93.02,0.0052,0.0565,0.0897
2016-08,92.73,-0.0032,0.0531,0.081
2016-09,92.68,-0.0005,0.0525,0.0727
2016-10,92.62,-0.0006,0.0519,0.0648
2016-11,92.73,0.0011,0.0531,0.0596
2016-12,93.11,0.0042,0.0575,0.0575
2017-01,94.07,0.0102,0.0102,0.0547
2017-02,95.01,0.0101,0.0204,0.0518
2017-03,95.46,0.0047,0.0252,0.0469
2017-04,95.91,0.0047,0.03,0.0466
2017-05,96.12,0.0023,0.0323,0.0437
2017-06,96.23,0.0011,0.0335,0.0399
2017-07,96.18,-0.0005,0.033,0.034
2017-08,96.32,0.0014,0.0344,0.0387
2017-09,96.36,0.0004,0.0349,0.0397
2017-10,96.37,0.0002,0.035,0.0405
2017-11,96.55,0.0018,0.0369,0.0412
2017-12,96.92,0.0038,0.0409,0.0409
2018-01,97.53,0.0063,0.0063,0.0368
2018-02,98.22,0.0071,0.0134,0.0337
2018-03,98.45,0.0024,0.0158,0.0314
2018-04,98.91,0.0046,0.0205,0.0313
2018-05,99.16,0.0025,0.0231,0.0316
2018-06,99.31,0.0015,0.0247,0.032
2018-07,99.18,-0.0013,0.0234,0.0312
2018-08,99.3,0.0012,0.0246,0.031
2018-09,99.47,0.0016,0.0263,0.0323
2018-10,99.59,0.0012,0.0275,0.0333
2018-11,99.7,0.0012,0.0287,0.0327
2018-12,100,0.003,0.0318,0.0318
2019-01,100.6,0.006,0.006,0.0315
2019-02,101.18,0.0057,0.0118,0.0301
2019-03,101.62,0.0043,0.0162,0.0321
2019-04,102.12,0.005,0.0212,0.0325
2019-05,102.44,0.0031,0.0244,0.0331
2019-06,102.71,0.0027,0.0271,0.0343
2019-07,102.94,0.0022,0.0294,0.0379
2019-08,103.03,0.0009,0.0303,0.0375
2019-09,103.26,0.0023,0.0326,0.0382
2019-10,103.43,0.0016,0.0343,0.0386
2019-11,103.54,0.001,0.0354,0.0384
2019-12,103.8,0.0026,0.038,0.038
2020-01,104.24,0.0042,0.0042,0.0362
2020-02,104.94,0.0067,0.0109,0.0372
2020-03,105.53,0.0057,0.0167,0.0386
2020-04,105.7,0.0016,0.0183,0.0351
2020-05,105.36,-0.0032,0.015,0.0285
2020-06,104.97,-0.0038,0.0112,0.0219
2020-07,104.97,0,0.0112,0.0197
2020-08,104.96,-0.0001,0.0112,0.0188
2020-09,105.29,0.0032,0.0144,0.0197
2020-10,105.23,-0.0006,0.0138,0.0175
2020-11,105.08,-0.0015,0.0123,0.0149
2020-12,105.48,0.0038,0.0161,0.0161
2021-01,105.91,0.0041,0.0041,0.016
2021-02,106.58,0.0064,0.0105,0.0156
2021-03,107.12,0.0051,0.0156,0.0151
2021-04,107.76,0.0059,0.0216,0.0195
2021-05,108.84,0.01,0.0318,0.033
2021-06,108.78,-0.0005,0.0313,0.0363
2021-07,109.14,0.0032,0.0347,0.0397
2021-08,109.62,0.0045,0.0393,0.0444
2021-09,110.04,0.0038,0.0433,0.0451
2021-10,110.06,0.0001,0.0434,0.0458
2021-11,110.6,0.005,0.0486,0.0526
2021-12,111.41,0.0073,0.0562,0.0562
2022-01,113.26,0.0167,0.0167,0.0694
2022-02,115.11,0.0163,0.0333,0.0801
2022-03,116.26,0.01,0.0436,0.0853
2022-04,117.71,0.0923,0.0125,0.0566
2022-05,118.7,0.0907,0.0084,0.0655
2022-06,119.31,0.0967,0.0051,0.0709
2022-07,120.27,0.1021,0.0081,0.0796
2022-08,121.5,0.1084,0.0102,0.0906
2022-09,122.63,0.1144,0.0093,0.1008
2022-10,123.51,0.1222,0.0072,0.1086
2022-11,124.46,0.1253,0.0077,0.1172
2022-12,126.03,0.1312,0.0126,0.1312
2023-01,128.27,0.1325,0.0178,0.0178
2023-02,130.4,0.1328,0.0166,0.0347
2023-03,131.77,0.1334,0.0105,0.0456
2023-04,132.8,0.1282,0.0078,0.0538
2023-05,133.38,0.1236,0.0043,0.0583
2023-06,133.78,0.1213,0.003,0.0615
2023-07,134.45,0.1178,0.005,0.0668
2023-08,135.39,0.1143,0.007,0.0743
2023-09,136.11,0.1099,0.0054,0.0801
